game_id,quarter,team_slot,team_name,action_type,sub_type,success,scoring,player,pno,clock,s1,s2,lead,fga,fgm,two_pa,two_pm,three_pa,three_pm,fta,ftm
2798717,3,2,Winnipeg Sea Bears,3pt,jumpshot,0,1,S. Hildebrandt,4,00:00:10,51,52,-1,1,0,0,0,1,0,0,0
2798717,3,1,Edmonton Stingers,substitution,out,1,0,T. King,10,00:22:80,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,substitution,in,1,0,I. Jack,13,00:22:80,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,rebound,defensive,1,0,,0,00:22:80,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,3pt,jumpshot,0,1,T. King,10,00:25:80,51,52,-1,1,0,0,0,1,0,0,0
2798717,3,1,Edmonton Stingers,freethrow,1of1,0,1,S. Teel,12,00:34:30,51,52,-1,0,0,0,0,0,0,1,0
2798717,3,2,Winnipeg Sea Bears,substitution,out,1,0,J. Tilmon Jr.,2,00:34:30,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,substitution,in,1,0,S. Hildebrandt,4,00:34:30,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,foul,technical,1,0,J. Tilmon Jr.,2,00:34:30,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,substitution,out,1,0,I. Jack,13,00:34:30,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,substitution,in,1,0,T. King,10,00:34:30,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,foulon,,1,0,A. Mohamed,2,00:34:30,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,turnover,offensive,1,0,J. Tilmon Jr.,2,00:34:30,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,foul,offensive,1,0,J. Tilmon Jr.,2,00:34:30,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,substitution,out,1,0,T. King,10,00:46:40,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,substitution,in,1,0,I. Jack,13,00:46:40,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,substitution,in,1,0,E. Akot,6,00:55:10,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,substitution,in,1,0,D. Warren,9,00:55:10,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,substitution,out,1,0,D. Walker,5,00:55:10,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,substitution,out,1,0,A. Chaney,13,00:55:10,51,52,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,freethrow,2of2,1,1,A. Mohamed,2,00:55:10,51,52,-1,0,0,0,0,0,0,1,1
2798717,3,1,Edmonton Stingers,freethrow,1of2,1,1,A. Mohamed,2,00:55:10,50,52,-2,0,0,0,0,0,0,1,1
2798717,3,1,Edmonton Stingers,foulon,,1,0,A. Mohamed,2,00:55:10,49,52,-3,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,foul,personal,1,0,A. Chaney,13,00:55:10,49,52,-3,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,rebound,offensive,1,0,A. Mohamed,2,00:55:10,49,52,-3,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,3pt,jumpshot,0,1,E. Bandoumel,6,00:57:90,49,52,-3,1,0,0,0,1,0,0,0
2798717,3,1,Edmonton Stingers,rebound,defensive,1,0,S. Teel,12,01:01:00,49,52,-3,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,2pt,jumpshot,0,1,J. Tilmon Jr.,2,01:03:00,49,52,-3,1,0,1,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,rebound,offensive,1,0,J. Tilmon Jr.,2,01:04:00,49,52,-3,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,3pt,jumpshot,0,1,T. Allen,3,01:09:00,49,52,-3,1,0,0,0,1,0,0,0
2798717,3,1,Edmonton Stingers,3pt,jumpshot,1,1,S. Teel,12,01:26:00,49,52,-3,1,1,0,0,1,1,0,0
2798717,3,2,Winnipeg Sea Bears,substitution,out,1,0,E. Akot,6,01:29:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,substitution,in,1,0,M. Kraus,11,01:29:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,substitution,out,1,0,T. Donald,7,01:29:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,substitution,in,1,0,E. Bandoumel,6,01:29:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,substitution,out,1,0,I. Jack,13,01:29:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,substitution,in,1,0,T. King,10,01:29:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,foulon,,1,0,A. Mohamed,2,01:29:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,foul,personal,1,0,E. Akot,6,01:29:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,steal,,1,0,A. Mohamed,2,01:30:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,turnover,badpass,1,0,A. Chaney,13,01:30:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,rebound,defensive,1,0,A. Chaney,13,01:31:00,46,52,-6,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,3pt,jumpshot,0,1,A. Rhooms,3,01:34:00,46,52,-6,1,0,0,0,1,0,0,0
2798717,3,2,Winnipeg Sea Bears,2pt,tipinlayup,1,1,E. Akot,6,01:48:00,46,52,-6,1,1,1,1,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,rebound,offensive,1,0,E. Akot,6,01:48:00,46,50,-4,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,3pt,jumpshot,0,1,T. Allen,3,01:53:00,46,50,-4,1,0,0,0,1,0,0,0
2798717,3,2,Winnipeg Sea Bears,steal,,1,0,D. Walker,5,01:58:00,46,50,-4,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,turnover,ballhandling,1,0,A. Rhooms,3,01:58:00,46,50,-4,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,assist,,1,0,D. Walker,5,02:11:00,46,50,-4,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,3pt,jumpshot,1,1,T. Allen,3,02:11:00,46,50,-4,1,1,0,0,1,1,0,0
2798717,3,2,Winnipeg Sea Bears,steal,,1,0,T. Allen,3,02:21:00,46,47,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,turnover,ballhandling,1,0,A. Mohamed,2,02:21:00,46,47,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,rebound,defensive,1,0,I. Jack,13,02:31:00,46,47,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,3pt,jumpshot,0,1,T. Allen,3,02:33:00,46,47,-1,1,0,0,0,1,0,0,0
2798717,3,2,Winnipeg Sea Bears,substitution,out,1,0,K. Cross,14,02:39:00,46,47,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,substitution,in,1,0,J. Tilmon Jr.,2,02:39:00,46,47,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,rebound,offensive,1,0,,0,02:39:00,46,47,-1,0,0,0,0,0,0,0,0
2798717,3,1,Edmonton Stingers,block,,1,0,I. Jack,13,02:39:00,46,47,-1,0,0,0,0,0,0,0,0
2798717,3,2,Winnipeg Sea Bears,2pt,layup,0,1,D. Walker,5,02:39:00,46,47,-1,1,0,1,0,0,0,0,0
2798717,3,1,Edmonton Stingers,3pt,jumpshot,1,1,S. Teel,12,03:01:00,46,47,-1,1,1,0,0,1,1,0,0
2798717,3,2,Winnipeg Sea Bears,substitution,in,1,0,T. Allen,3,03:11:00,43,47,-4,0,0,0,0,0,0,0,0
