game_id,team_slot,team_name,team_short_name,team_code,opponent_name,r,x,y,p,pno,tno,per,perType,actionType,actionNumber,previousAction,subType,player,shirtNumber
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,8.3100004196167,34.549999237061,3,3,2,2,REGULAR,2pt,271,,floatingjumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,19.209999084473,8.6400003433228,4,4,2,2,REGULAR,3pt,297,,jumpshot,S. Hildebrandt,15
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,32.139999389648,39.060001373291,3,3,2,2,REGULAR,3pt,310,,jumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,6.5900001525879,45.819999694824,3,3,2,2,REGULAR,2pt,315,,layup,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,22.479999542236,55.119998931885,2,2,2,2,REGULAR,2pt,330,,jumpshot,J. Tilmon Jr.,35
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,18.89999961853,37.650001525879,9,9,2,2,REGULAR,2pt,353,,fadeaway,D. Warren,3
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,15.010000228882,93.430000305176,6,6,2,2,REGULAR,3pt,355,,jumpshot,E. Akot,7
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,29.020000457764,27.510000228882,11,11,2,2,REGULAR,3pt,361,,jumpshot,M. Kraus,5
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,20.299999237061,93.709999084473,9,9,2,2,REGULAR,3pt,384,,jumpshot,D. Warren,3
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,67.339996337891,56.810001373291,6,6,2,3,REGULAR,3pt,421,,jumpshot,E. Akot,7
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,91.949996948242,21.879999160767,3,3,2,3,REGULAR,2pt,425,,stepbackjumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,68.120002746582,47.229999542236,13,13,2,3,REGULAR,3pt,438,,jumpshot,A. Chaney,11
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,93.040000915527,42.439998626709,13,13,2,3,REGULAR,2pt,441,,drivinglayup,A. Chaney,11
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,93.980003356934,56.810001373291,2,2,2,3,REGULAR,2pt,469,,layup,J. Tilmon Jr.,35
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,92.889999389648,41.599998474121,4,4,2,3,REGULAR,2pt,494,,layup,S. Hildebrandt,15
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,94.129997253418,42.159999847412,2,2,2,3,REGULAR,2pt,498,,layup,J. Tilmon Jr.,35
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,72.480003356934,80.75,9,9,2,3,REGULAR,3pt,506,,jumpshot,D. Warren,3
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,90.860000610352,79.059997558594,6,6,2,3,REGULAR,2pt,528,,fadeaway,E. Akot,7
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,92.580001831055,39.060001373291,5,5,2,3,REGULAR,2pt,548,,layup,D. Walker,1
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,91.480003356934,4.9800000190735,3,3,2,3,REGULAR,3pt,554,,jumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,83.849998474121,96.23999786377,3,3,2,3,REGULAR,3pt,558,,jumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,79.800003051758,90.330001831055,3,3,2,3,REGULAR,3pt,562,,jumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,94.0,50.0,6,6,2,3,REGULAR,2pt,564,,tipinlayup,E. Akot,7
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,73.26000213623,83.849998474121,3,3,2,3,REGULAR,3pt,580,,jumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,93.669998168945,39.060001373291,2,2,2,3,REGULAR,2pt,582,,jumpshot,J. Tilmon Jr.,35
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,67.190002441406,46.669998168945,4,4,2,3,REGULAR,3pt,625,,jumpshot,S. Hildebrandt,15
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,69.830001831055,75.959999084473,13,13,2,4,REGULAR,3pt,637,,jumpshot,A. Chaney,11
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,67.190002441406,26.950000762939,3,3,2,4,REGULAR,3pt,639,,jumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,92.730003356934,54.549999237061,9,9,2,4,REGULAR,2pt,644,,drivinglayup,D. Warren,3
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,67.5,67.790000915527,9,9,2,4,REGULAR,3pt,651,,jumpshot,D. Warren,3
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,93.980003356934,57.369998931885,3,3,2,4,REGULAR,2pt,667,,layup,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,69.830001831055,73.150001525879,3,3,2,4,REGULAR,3pt,682,,jumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,89.300003051758,38.220001220703,13,13,2,4,REGULAR,2pt,684,,floatingjumpshot,A. Chaney,11
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,80.269996643066,91.169998168945,5,5,2,4,REGULAR,3pt,687,,jumpshot,D. Walker,1
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,93.980003356934,45.819999694824,3,3,2,4,REGULAR,2pt,697,,layup,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,89.930000305176,50.889999389648,2,2,2,4,REGULAR,2pt,701,,jumpshot,J. Tilmon Jr.,35
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,68.589996337891,29.200000762939,6,6,2,4,REGULAR,3pt,711,,stepbackjumpshot,E. Akot,7
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,94.440002441406,40.470001220703,5,5,2,4,REGULAR,2pt,715,,drivinglayup,D. Walker,1
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,92.419998168945,56.810001373291,3,3,2,4,REGULAR,2pt,737,,turnaroundjumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,84.940002441406,4.9800000190735,11,11,2,4,REGULAR,3pt,744,,jumpshot,M. Kraus,5
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,73.730003356934,83.849998474121,3,3,2,4,REGULAR,3pt,750,,jumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,94.0,50.0,2,2,2,4,REGULAR,2pt,752,,tipindunk,J. Tilmon Jr.,35
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,69.370002746582,32.020000457764,6,6,2,4,REGULAR,3pt,754,,jumpshot,E. Akot,7
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,71.550003051758,23.85000038147,13,13,2,4,REGULAR,3pt,762,,jumpshot,A. Chaney,11
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,0,74.819999694824,83.290000915527,3,3,2,4,REGULAR,3pt,764,,jumpshot,T. Allen,8
2798717,2,Winnipeg Sea Bears,Winnipeg,WPG,Edmonton Stingers,1,93.669998168945,46.669998168945,2,2,2,4,REGULAR,2pt,766,,layup,J. Tilmon Jr.,35
