game_id,fiba_id,season,team_name,team_code,player_id,player_name,first_name,family_name,shirt_number,position,starter,minutes,field_goals_made,field_goals_attempted,field_goal_percentage,two_point_field_goals_made,two_point_field_goals_attempted,two_point_percentage,three_point_field_goals_made,three_point_field_goals_attempted,three_point_percentage,free_throws_made,free_throws_attempted,free_throw_percentage,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,turnovers,blocks,personal_fouls,fouls_drawn,points,second_chance_points,fast_break_points,plus_minus,points_in_the_paint,team_name_clean,opponent_name,game_date,game_number
2798732,2798732,2026,Niagara River Lions,NRL,14,K. Warrens,Kameron,Warrens,10,G,1,31:41,3,12,25,2,6,33,1,6,16,3,4,75,1,5,6,2,1,5,1,2,3,10,0,1,-1,2,niagara river lions,Ottawa BlackJacks,2026-05-18T23:00:00Z,1
2798732,2798732,2026,Niagara River Lions,NRL,3,C. Long,Cole,Long,15,F,0,26:29,5,10,50,3,5,60,2,5,40,0,0,0,2,2,4,1,0,0,4,3,0,12,2,0,0,4,niagara river lions,Ottawa BlackJacks,2026-05-18T23:00:00Z,1
2798732,2798732,2026,Niagara River Lions,NRL,17,K. Kennedy,Keonte,Kennedy,23,G,0,25:51,4,8,50,2,3,66,2,5,40,2,2,100,0,2,2,2,1,1,0,0,2,12,0,2,-10,4,niagara river lions,Ottawa BlackJacks,2026-05-18T23:00:00Z,1
2798732,2798732,2026,Niagara River Lions,NRL,16,T. Persons,Tayler,Persons,11,G,1,25:25,4,10,40,1,4,25,3,6,50,0,0,0,1,5,6,6,1,3,0,2,0,11,3,0,-11,2,niagara river lions,Ottawa BlackJacks,2026-05-18T23:00:00Z,1
2798732,2798732,2026,Niagara River Lions,NRL,10,N. Cayo,Nathan,Cayo,13,F,1,24:49,4,12,33,4,10,40,0,2,0,1,4,25,2,9,11,4,1,2,1,4,4,9,2,0,-13,6,niagara river lions,Ottawa BlackJacks,2026-05-18T23:00:00Z,1
2798732,2798732,2026,Niagara River Lions,NRL,6,E. Lufile,Elijah,Lufile,22,F,1,21:03,4,12,33,4,12,33,0,0,0,3,6,50,4,2,6,1,0,0,0,1,3,11,3,2,-4,8,niagara river lions,Ottawa BlackJacks,2026-05-18T23:00:00Z,1
2798732,2798732,2026,Niagara River Lions,NRL,15,T. Digbeu,Tom,Digbeu,8,G,1,15:59,3,7,42,3,6,50,0,1,0,2,2,100,1,2,3,1,0,0,0,1,1,8,2,4,-1,6,niagara river lions,Ottawa BlackJacks,2026-05-18T23:00:00Z,1
2798732,2798732,2026,Niagara River Lions,NRL,13,B. Tchoukuiegno,Blondeau,Tchoukuiegno,9,G,0,14:35,1,2,50,0,1,0,1,1,100,2,2,100,1,2,3,3,0,0,0,3,1,5,0,2,5,0,niagara river lions,Ottawa BlackJacks,2026-05-18T23:00:00Z,1
2798732,2798732,2026,Niagara River Lions,NRL,2,M. Okafor,Michael,Okafor,5,G,0,0:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,niagara river lions,Ottawa BlackJacks,2026-05-18T23:00:00Z,1
2798732,2798732,2026,Niagara River Lions,NRL,4,I. Bujdoso,Isaiah,Bujdoso,6,G,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,niagara river lions,Ottawa BlackJacks,2026-05-18T23:00:00Z,1
2798723,2798723,2026,Niagara River Lions,NRL,9,C. Vreeken,Connor,Vreeken,14,G,0,5:48,0,2,0,0,0,0,0,2,0,2,2,100,1,0,1,0,0,0,0,0,1,2,0,0,10,0,niagara river lions,Winnipeg Sea Bears,2026-05-23T00:00:00Z,2
2798723,2798723,2026,Niagara River Lions,NRL,17,D. Carey Jr,Donald,Carey Jr,17,G,0,27:18,4,9,44,0,1,0,4,8,50,3,4,75,0,5,5,4,1,3,0,2,5,15,0,2,-8,0,niagara river lions,Winnipeg Sea Bears,2026-05-23T00:00:00Z,2
2798723,2798723,2026,Niagara River Lions,NRL,16,K. Kennedy,Keonte,Kennedy,23,G,1,26:48,5,12,41,3,7,42,2,5,40,0,0,0,1,1,2,0,2,0,0,3,2,12,0,0,-28,4,niagara river lions,Winnipeg Sea Bears,2026-05-23T00:00:00Z,2
2798723,2798723,2026,Niagara River Lions,NRL,6,E. Lufile,Elijah,Lufile,22,F,1,25:56,0,3,0,0,3,0,0,0,0,6,8,75,5,2,7,1,1,2,0,0,5,6,2,0,-31,0,niagara river lions,Winnipeg Sea Bears,2026-05-23T00:00:00Z,2
2798723,2798723,2026,Niagara River Lions,NRL,10,N. Cayo,Nathan,Cayo,13,F,1,25:42,4,13,30,1,6,16,3,7,42,0,0,0,1,5,6,0,0,3,0,3,1,11,2,0,-23,2,niagara river lions,Winnipeg Sea Bears,2026-05-23T00:00:00Z,2
2798723,2798723,2026,Niagara River Lions,NRL,5,J. Tchuente,Jordan,Tchuente,1,F,0,22:49,3,4,75,2,3,66,1,1,100,1,1,100,1,1,2,0,1,3,1,2,1,8,0,0,-13,4,niagara river lions,Winnipeg Sea Bears,2026-05-23T00:00:00Z,2
2798723,2798723,2026,Niagara River Lions,NRL,11,C. Hollis,Curtis,Hollis,0,F,0,19:14,3,6,50,3,5,60,0,1,0,4,5,80,0,5,5,0,0,3,0,2,3,10,2,2,1,6,niagara river lions,Winnipeg Sea Bears,2026-05-23T00:00:00Z,2
2798723,2798723,2026,Niagara River Lions,NRL,13,B. Tchoukuiegno,Blondeau,Tchoukuiegno,9,G,1,17:50,1,5,20,1,4,25,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,2,0,0,-20,2,niagara river lions,Winnipeg Sea Bears,2026-05-23T00:00:00Z,2
2798723,2798723,2026,Niagara River Lions,NRL,14,K. Warrens,Kameron,Warrens,10,G,1,14:35,0,6,0,0,2,0,0,4,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,-23,0,niagara river lions,Winnipeg Sea Bears,2026-05-23T00:00:00Z,2
2798723,2798723,2026,Niagara River Lions,NRL,3,C. Long,Cole,Long,15,F,0,13:60,2,5,40,2,4,50,0,1,0,1,1,100,0,1,1,0,0,1,0,2,1,5,0,0,5,4,niagara river lions,Winnipeg Sea Bears,2026-05-23T00:00:00Z,2
2798729,2798729,2026,Niagara River Lions,NRL,11,C. Hollis,Curtis,Hollis,0,F,1,33:55,6,13,46,3,6,50,3,7,42,3,3,100,5,2,7,4,2,1,0,3,3,18,4,0,4,6,niagara river lions,Edmonton Stingers,2026-05-24T22:00:00Z,3
2798729,2798729,2026,Niagara River Lions,NRL,10,N. Cayo,Nathan,Cayo,13,F,1,31:15,7,11,63,5,5,100,2,6,33,5,7,71,1,5,6,4,1,2,2,3,4,21,4,3,0,10,niagara river lions,Edmonton Stingers,2026-05-24T22:00:00Z,3
2798729,2798729,2026,Niagara River Lions,NRL,9,C. Vreeken,Connor,Vreeken,14,G,0,2:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,niagara river lions,Edmonton Stingers,2026-05-24T22:00:00Z,3
2798729,2798729,2026,Niagara River Lions,NRL,16,K. Kennedy,Keonte,Kennedy,23,G,1,29:48,6,13,46,2,4,50,4,9,44,3,6,50,2,5,7,1,2,0,0,1,6,19,0,2,-9,4,niagara river lions,Edmonton Stingers,2026-05-24T22:00:00Z,3
2798729,2798729,2026,Niagara River Lions,NRL,17,D. Carey Jr,Donald,Carey Jr,17,G,1,28:25,5,13,38,2,5,40,3,8,37,3,4,75,0,2,2,3,0,3,0,2,3,16,0,2,-10,4,niagara river lions,Edmonton Stingers,2026-05-24T22:00:00Z,3
2798729,2798729,2026,Niagara River Lions,NRL,6,E. Lufile,Elijah,Lufile,22,F,1,21:32,3,5,60,3,5,60,0,0,0,4,4,100,1,2,3,0,1,2,0,3,1,10,2,0,-12,6,niagara river lions,Edmonton Stingers,2026-05-24T22:00:00Z,3
2798729,2798729,2026,Niagara River Lions,NRL,5,J. Tchuente,Jordan,Tchuente,1,F,0,15:04,4,6,66,4,5,80,0,1,0,0,0,0,2,1,3,1,0,2,0,4,2,8,2,0,17,6,niagara river lions,Edmonton Stingers,2026-05-24T22:00:00Z,3
2798729,2798729,2026,Niagara River Lions,NRL,13,B. Tchoukuiegno,Blondeau,Tchoukuiegno,9,G,0,14:00,1,4,25,1,4,25,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,2,0,0,12,0,niagara river lions,Edmonton Stingers,2026-05-24T22:00:00Z,3
2798729,2798729,2026,Niagara River Lions,NRL,3,C. Long,Cole,Long,15,F,0,12:09,2,3,66,1,2,50,1,1,100,0,0,0,1,2,3,1,0,1,0,1,0,5,0,0,-1,0,niagara river lions,Edmonton Stingers,2026-05-24T22:00:00Z,3
2798729,2798729,2026,Niagara River Lions,NRL,14,K. Warrens,Kameron,Warrens,10,G,0,11:29,1,1,100,1,1,100,0,0,0,0,0,0,0,2,2,1,0,1,0,3,1,2,0,0,10,2,niagara river lions,Edmonton Stingers,2026-05-24T22:00:00Z,3
2798735,2798735,2026,Niagara River Lions,NRL,13,B. Tchoukuiegno,Blondeau,Tchoukuiegno,9,G,0,7:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,-12,0,niagara river lions,Montreal Alliance,2026-05-26T23:30:00Z,4
2798735,2798735,2026,Niagara River Lions,NRL,9,C. Vreeken,Connor,Vreeken,14,G,0,6:13,0,4,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,-4,0,niagara river lions,Montreal Alliance,2026-05-26T23:30:00Z,4
2798735,2798735,2026,Niagara River Lions,NRL,17,D. Carey Jr,Donald,Carey Jr,17,G,1,32:55,6,7,85,3,3,100,3,4,75,2,2,100,1,2,3,7,2,1,0,1,1,17,7,2,27,2,niagara river lions,Montreal Alliance,2026-05-26T23:30:00Z,4
2798735,2798735,2026,Niagara River Lions,NRL,16,K. Kennedy,Keonte,Kennedy,23,G,1,29:40,4,8,50,3,4,75,1,4,25,0,2,0,2,3,5,3,4,4,0,2,1,9,0,7,12,6,niagara river lions,Montreal Alliance,2026-05-26T23:30:00Z,4
2798735,2798735,2026,Niagara River Lions,NRL,10,N. Cayo,Nathan,Cayo,13,F,1,28:51,6,13,46,4,8,50,2,5,40,2,2,100,0,8,8,2,0,2,0,3,2,16,2,2,19,6,niagara river lions,Montreal Alliance,2026-05-26T23:30:00Z,4
2798735,2798735,2026,Niagara River Lions,NRL,11,C. Hollis,Curtis,Hollis,0,F,1,25:17,6,13,46,3,6,50,3,7,42,3,4,75,1,4,5,2,3,1,1,3,3,18,2,0,15,6,niagara river lions,Montreal Alliance,2026-05-26T23:30:00Z,4
2798735,2798735,2026,Niagara River Lions,NRL,6,E. Lufile,Elijah,Lufile,22,F,1,24:21,6,9,66,6,9,66,0,0,0,0,0,0,3,4,7,3,0,1,0,3,0,12,0,0,27,12,niagara river lions,Montreal Alliance,2026-05-26T23:30:00Z,4
2798735,2798735,2026,Niagara River Lions,NRL,14,K. Warrens,Kameron,Warrens,10,G,0,18:50,2,6,33,0,3,0,2,3,66,2,2,100,0,3,3,3,0,0,0,2,1,8,3,0,7,0,niagara river lions,Montreal Alliance,2026-05-26T23:30:00Z,4
2798735,2798735,2026,Niagara River Lions,NRL,5,P. Tchuente,Phil Jordan,Tchuente,1,F,0,15:39,1,1,100,1,1,100,0,0,0,1,2,50,1,2,3,0,2,0,2,3,1,3,1,0,-12,2,niagara river lions,Montreal Alliance,2026-05-26T23:30:00Z,4
2798735,2798735,2026,Niagara River Lions,NRL,3,C. Long,Cole,Long,15,F,0,11:09,2,5,40,2,2,100,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,-4,2,niagara river lions,Montreal Alliance,2026-05-26T23:30:00Z,4
2798740,2798740,2026,Niagara River Lions,NRL,6,E. Lufile,Elijah,Lufile,22,F,1,9:12,2,2,100,2,2,100,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,4,0,0,-4,4,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,10,N. Cayo,Nathan,Cayo,13,F,1,30:22,5,12,41,4,7,57,1,5,20,2,4,50,0,1,1,3,2,2,0,0,2,13,3,0,-5,6,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,17,D. Carey Jr,Donald,Carey Jr,17,G,1,30:21,5,9,55,1,2,50,4,7,57,1,2,50,0,4,4,5,1,1,0,1,3,15,3,0,-15,2,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,9,C. Vreeken,Connor,Vreeken,14,G,0,2:34,1,2,50,0,0,0,1,2,50,1,1,100,0,0,0,0,0,0,0,2,0,4,0,0,2,0,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,16,K. Kennedy,Keonte,Kennedy,23,G,1,27:55,5,11,45,4,7,57,1,4,25,2,2,100,2,1,3,6,1,2,1,2,1,13,0,2,-2,8,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,11,C. Hollis,Curtis,Hollis,0,F,1,24:50,5,11,45,4,6,66,1,5,20,1,2,50,2,4,6,4,3,2,0,4,1,12,4,0,-7,8,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,14,K. Warrens,Kameron,Warrens,10,G,0,18:33,4,7,57,3,3,100,1,4,25,0,0,0,1,1,2,3,0,1,0,1,1,9,2,0,-6,6,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,5,P. Tchuente,Phil Jordan,Tchuente,1,F,0,14:58,5,6,83,5,6,83,0,0,0,1,2,50,0,2,2,2,1,2,0,1,1,11,2,2,-15,10,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,8,J. Muila,Jean-David,Muila,21,F,0,14:19,2,2,100,2,2,100,0,0,0,0,2,0,1,5,6,2,0,2,1,1,2,4,0,0,-3,4,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,3,C. Long,Cole,Long,15,F,0,13:29,3,7,42,2,3,66,1,4,25,4,4,100,1,2,3,0,1,0,0,3,1,11,0,4,5,4,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,13,B. Tchoukuiegno,Blondeau,Tchoukuiegno,9,G,0,13:27,2,2,100,2,2,100,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,4,2,0,0,4,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798740,2798740,2026,Niagara River Lions,NRL,7,A. Nurhussien,Ayub,Nurhussien,2,F,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,niagara river lions,Vancouver Bandits,2026-05-29T23:00:00Z,5
2798718,2798718,2026,Ottawa BlackJacks,OTT,11,C. Martynov,Cyril,Martynov,22,C,0,7:21,0,3,0,0,3,0,0,0,0,1,2,50,2,0,2,0,1,0,0,2,1,1,0,0,-4,0,ottawa blackjacks,Calgary Surge,2026-05-12T23:30:00Z,1
2798718,2798718,2026,Ottawa BlackJacks,OTT,1,C. Rohlehr,Christian,Rohlehr,17,F,0,4:45,0,0,0,0,0,0,0,0,0,1,2,50,0,0,0,0,0,1,0,1,1,1,0,0,-7,0,ottawa blackjacks,Calgary Surge,2026-05-12T23:30:00Z,1
2798718,2798718,2026,Ottawa BlackJacks,OTT,7,J. Smart,Javonte,Smart,1,G,1,33:08,10,19,52,6,10,60,4,9,44,6,6,100,1,8,9,9,0,3,0,2,3,30,2,4,0,12,ottawa blackjacks,Calgary Surge,2026-05-12T23:30:00Z,1
2798718,2798718,2026,Ottawa BlackJacks,OTT,3,T. Tate,Tyrrel,Tate,12,F,1,31:24,1,5,20,1,2,50,0,3,0,5,5,100,0,0,0,2,0,1,1,1,2,7,0,0,9,2,ottawa blackjacks,Calgary Surge,2026-05-12T23:30:00Z,1
2798718,2798718,2026,Ottawa BlackJacks,OTT,10,M. Cleveland,Matthew,Cleveland,7,G,1,30:49,8,12,66,8,11,72,0,1,0,4,5,80,3,10,13,3,0,5,2,2,4,20,4,5,15,12,ottawa blackjacks,Calgary Surge,2026-05-12T23:30:00Z,1
2798718,2798718,2026,Ottawa BlackJacks,OTT,9,A. Fudge,Alex,Fudge,3,F,1,29:38,5,10,50,4,7,57,1,3,33,1,2,50,0,10,10,1,1,3,1,1,1,12,0,6,8,8,ottawa blackjacks,Calgary Surge,2026-05-12T23:30:00Z,1
2798718,2798718,2026,Ottawa BlackJacks,OTT,8,J. Harmon,Justin,Harmon,4,G,0,25:11,6,12,50,5,9,55,1,3,33,2,2,100,1,5,6,2,0,2,0,1,2,15,2,3,-6,10,ottawa blackjacks,Calgary Surge,2026-05-12T23:30:00Z,1
2798718,2798718,2026,Ottawa BlackJacks,OTT,4,J. Ndjock-Tadjoré,Justin,Ndjock-Tadjoré,10,F,0,23:53,3,6,50,2,4,50,1,2,50,0,0,0,1,2,3,0,1,1,1,3,1,7,2,2,5,4,ottawa blackjacks,Calgary Surge,2026-05-12T23:30:00Z,1
2798718,2798718,2026,Ottawa BlackJacks,OTT,13,W. Dubinsky,Wilson,Dubinsky,9,G,1,13:51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,0,0,0,0,5,0,ottawa blackjacks,Calgary Surge,2026-05-12T23:30:00Z,1
2798718,2798718,2026,Ottawa BlackJacks,OTT,6,S. Daniel,Shakur,Daniel,13,G,0,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ottawa blackjacks,Calgary Surge,2026-05-12T23:30:00Z,1
2798724,2798724,2026,Ottawa BlackJacks,OTT,1,C. Rohlehr,Christian,Rohlehr,17,F,0,5:21,0,1,0,0,1,0,0,0,0,1,2,50,1,0,1,0,0,0,1,0,1,1,0,0,-9,0,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798724,2798724,2026,Ottawa BlackJacks,OTT,7,J. Smart,Javonte,Smart,1,G,1,35:06,7,17,41,4,7,57,3,10,30,3,3,100,0,4,4,11,3,7,0,1,2,20,0,7,-1,8,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798724,2798724,2026,Ottawa BlackJacks,OTT,10,M. Cleveland,Matthew,Cleveland,7,G,1,31:44,5,17,29,4,9,44,1,8,12,13,14,92,1,8,9,5,2,1,0,2,9,24,0,6,0,6,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798724,2798724,2026,Ottawa BlackJacks,OTT,11,C. Martynov,Cyril,Martynov,22,C,0,2:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798724,2798724,2026,Ottawa BlackJacks,OTT,9,A. Fudge,Alex,Fudge,3,F,1,26:02,5,10,50,5,8,62,0,2,0,2,2,100,2,3,5,0,3,1,2,2,2,12,4,6,3,10,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798724,2798724,2026,Ottawa BlackJacks,OTT,8,J. Harmon,Justin,Harmon,4,G,0,22:00,4,9,44,3,7,42,1,2,50,2,4,50,0,1,1,0,1,2,0,2,2,11,3,7,-7,6,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798724,2798724,2026,Ottawa BlackJacks,OTT,3,T. Tate,Tyrrel,Tate,12,F,1,20:13,2,3,66,0,1,0,2,2,100,0,0,0,0,1,1,1,0,1,0,2,0,6,0,3,3,0,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798724,2798724,2026,Ottawa BlackJacks,OTT,6,S. Daniel,Shakur,Daniel,13,G,0,16:57,0,2,0,0,0,0,0,2,0,0,0,0,1,1,2,1,2,0,0,3,2,0,0,0,-2,0,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798724,2798724,2026,Ottawa BlackJacks,OTT,5,J. Jackson,Justin,Jackson,5,F,0,16:27,2,4,50,2,3,66,0,1,0,2,2,100,2,3,5,2,2,1,0,2,2,6,2,2,-8,4,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798724,2798724,2026,Ottawa BlackJacks,OTT,13,W. Dubinsky,Wilson,Dubinsky,9,G,1,12:40,1,2,50,1,2,50,0,0,0,0,0,0,2,0,2,1,0,1,0,0,1,2,0,0,2,2,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798724,2798724,2026,Ottawa BlackJacks,OTT,4,J. Ndjock-Tadjoré,Justin,Ndjock-Tadjoré,10,F,0,11:04,1,1,100,1,1,100,0,0,0,2,2,100,0,2,2,1,0,0,0,0,1,4,0,0,-4,2,ottawa blackjacks,Brampton Honey Badgers,2026-05-15T23:30:00Z,2
2798732,2798732,2026,Ottawa BlackJacks,OTT,6,S. Daniel,Shakur,Daniel,13,G,0,9:33,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,-2,0,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798732,2798732,2026,Ottawa BlackJacks,OTT,7,J. Smart,Javonte,Smart,1,G,1,37:19,5,12,41,2,3,66,3,9,33,8,11,72,1,3,4,8,1,0,0,0,6,21,3,5,1,4,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798732,2798732,2026,Ottawa BlackJacks,OTT,10,M. Cleveland,Matthew,Cleveland,7,G,1,33:34,9,21,42,8,17,47,1,4,25,3,5,60,4,10,14,5,1,5,1,4,3,22,3,6,3,16,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798732,2798732,2026,Ottawa BlackJacks,OTT,3,T. Tate,Tyrrel,Tate,12,F,1,2:12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798732,2798732,2026,Ottawa BlackJacks,OTT,13,W. Dubinsky,Wilson,Dubinsky,9,G,1,27:27,3,8,37,0,2,0,3,6,50,0,0,0,3,3,6,2,2,0,1,0,1,9,0,3,11,0,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798732,2798732,2026,Ottawa BlackJacks,OTT,9,A. Fudge,Alex,Fudge,3,F,1,23:57,5,12,41,5,10,50,0,2,0,4,6,66,0,5,5,1,2,1,3,3,3,14,0,3,10,10,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798732,2798732,2026,Ottawa BlackJacks,OTT,8,J. Harmon,Justin,Harmon,4,G,0,21:27,4,6,66,2,4,50,2,2,100,3,5,60,0,2,2,0,1,2,0,1,2,13,1,2,-1,2,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798732,2798732,2026,Ottawa BlackJacks,OTT,5,J. Jackson,Justin,Jackson,5,F,0,16:01,2,6,33,1,2,50,1,4,25,3,4,75,1,1,2,1,1,0,0,3,2,8,1,0,9,2,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798732,2798732,2026,Ottawa BlackJacks,OTT,4,J. Ndjock-Tadjoré,Justin,Ndjock-Tadjoré,10,F,0,15:48,0,2,0,0,2,0,0,0,0,0,2,0,0,5,5,0,0,1,1,0,1,0,0,0,-7,0,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798732,2798732,2026,Ottawa BlackJacks,OTT,1,C. Rohlehr,Christian,Rohlehr,17,F,0,12:12,1,2,50,1,2,50,0,0,0,0,0,0,0,4,4,1,0,1,1,4,1,2,0,0,7,2,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798732,2798732,2026,Ottawa BlackJacks,OTT,11,C. Martynov,Cyril,Martynov,22,C,0,0:29,1,1,100,1,1,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,2,ottawa blackjacks,Niagara River Lions,2026-05-18T23:00:00Z,3
2798721,2798721,2026,Ottawa BlackJacks,OTT,13,C. Martynov,Cyril,Martynov,22,C,0,3:20,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,-6,0,ottawa blackjacks,Brampton Honey Badgers,2026-05-21T23:30:00Z,4
2798721,2798721,2026,Ottawa BlackJacks,OTT,8,J. Smart,Javonte,Smart,1,G,1,37:17,9,24,37,3,8,37,6,16,37,3,4,75,1,3,4,8,0,3,1,1,1,27,0,5,6,4,ottawa blackjacks,Brampton Honey Badgers,2026-05-21T23:30:00Z,4
2798721,2798721,2026,Ottawa BlackJacks,OTT,10,A. Fudge,Alex,Fudge,3,F,1,29:58,4,9,44,4,5,80,0,4,0,4,8,50,2,5,7,1,2,2,3,3,6,12,1,5,6,8,ottawa blackjacks,Brampton Honey Badgers,2026-05-21T23:30:00Z,4
2798721,2798721,2026,Ottawa BlackJacks,OTT,12,M. Cleveland,Matthew,Cleveland,7,G,1,27:58,8,14,57,8,10,80,0,4,0,7,10,70,1,5,6,2,0,3,2,3,5,23,6,11,-13,16,ottawa blackjacks,Brampton Honey Badgers,2026-05-21T23:30:00Z,4
2798721,2798721,2026,Ottawa BlackJacks,OTT,15,W. Dubinsky,Wilson,Dubinsky,9,G,0,24:46,1,2,50,0,1,0,1,1,100,0,0,0,3,2,5,3,2,2,0,1,2,3,0,0,0,0,ottawa blackjacks,Brampton Honey Badgers,2026-05-21T23:30:00Z,4
2798721,2798721,2026,Ottawa BlackJacks,OTT,9,J. Harmon,Justin,Harmon,4,G,0,23:30,3,7,42,1,3,33,2,4,50,4,4,100,0,1,1,3,0,1,1,3,3,12,0,5,-8,2,ottawa blackjacks,Brampton Honey Badgers,2026-05-21T23:30:00Z,4
2798721,2798721,2026,Ottawa BlackJacks,OTT,4,J. Ndjock-Tadjoré,Justin,Ndjock-Tadjoré,10,F,0,17:12,2,5,40,2,4,50,0,1,0,0,0,0,2,5,7,2,0,1,1,1,1,4,2,0,9,4,ottawa blackjacks,Brampton Honey Badgers,2026-05-21T23:30:00Z,4
2798721,2798721,2026,Ottawa BlackJacks,OTT,5,J. Jackson,Justin,Jackson,5,F,0,12:57,1,4,25,1,1,100,0,3,0,0,0,0,0,4,4,1,2,1,0,1,0,2,0,2,-11,2,ottawa blackjacks,Brampton Honey Badgers,2026-05-21T23:30:00Z,4
2798721,2798721,2026,Ottawa BlackJacks,OTT,6,S. Daniel,Shakur,Daniel,13,G,1,11:47,2,5,40,1,2,50,1,3,33,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,-4,0,ottawa blackjacks,Brampton Honey Badgers,2026-05-21T23:30:00Z,4
2798721,2798721,2026,Ottawa BlackJacks,OTT,1,C. Rohlehr,Christian,Rohlehr,17,F,1,11:15,1,3,33,1,3,33,0,0,0,0,0,0,2,0,2,2,0,1,2,3,1,2,2,0,6,2,ottawa blackjacks,Brampton Honey Badgers,2026-05-21T23:30:00Z,4
2798726,2798726,2026,Ottawa BlackJacks,OTT,1,C. Rohlehr,Christian,Rohlehr,17,F,0,8:58,2,3,66,2,3,66,0,0,0,2,2,100,3,1,4,0,0,1,2,3,2,6,2,0,4,4,ottawa blackjacks,Montreal Alliance,2026-05-23T23:00:00Z,5
