game_id,season,game_date,game_number,team_name,short_name,opponent_name,self_team_score,self_field_goals_made,self_field_goals_attempted,self_field_goal_percentage,self_two_point_field_goals_made,self_two_point_field_goals_attempted,self_two_point_percentage,self_three_point_field_goals_made,self_three_point_field_goals_attempted,self_three_point_percentage,self_free_throws_made,self_free_throws_attempted,self_free_throw_percentage,self_offensive_rebounds,self_defensive_rebounds,self_rebounds,self_assists,self_steals,self_turnovers,self_blocks,self_personal_fouls,self_fouls_drawn,self_points_in_the_paint,self_second_chance_points,self_points_from_turnovers,self_bench_points,self_fast_break_points,self_stocks,opp_team_score,opp_field_goals_made,opp_field_goals_attempted,opp_field_goal_percentage,opp_two_point_field_goals_made,opp_two_point_field_goals_attempted,opp_two_point_percentage,opp_three_point_field_goals_made,opp_three_point_field_goals_attempted,opp_three_point_percentage,opp_free_throws_made,opp_free_throws_attempted,opp_free_throw_percentage,opp_offensive_rebounds,opp_defensive_rebounds,opp_rebounds,opp_assists,opp_steals,opp_turnovers,opp_blocks,opp_personal_fouls,opp_fouls_drawn,opp_points_in_the_paint,opp_second_chance_points,opp_points_from_turnovers,opp_bench_points,opp_fast_break_points,opp_stocks,diff_team_score,diff_field_goals_made,diff_field_goals_attempted,diff_field_goal_percentage,diff_two_point_field_goals_made,diff_two_point_field_goals_attempted,diff_two_point_percentage,diff_three_point_field_goals_made,diff_three_point_field_goals_attempted,diff_three_point_percentage,diff_free_throws_made,diff_free_throws_attempted,diff_free_throw_percentage,diff_offensive_rebounds,diff_defensive_rebounds,diff_rebounds,diff_assists,diff_steals,diff_turnovers,diff_blocks,diff_personal_fouls,diff_fouls_drawn,diff_points_in_the_paint,diff_second_chance_points,diff_points_from_turnovers,diff_bench_points,diff_fast_break_points,diff_stocks
2600627,2025,2025-07-10T23:00:00Z,15,Niagara River Lions,Niagara,Vancouver Bandits,96,36,77,46,26,51,50,10,26,38,14,17,82,13,35,48,26,6,8,5,22,19,42,8,18,24,4,11,77.0,30.0,82.0,36.0,21.0,45.0,46.0,9.0,37.0,24.0,8.0,13.0,61.0,17.0,28.0,45.0,18.0,3.0,13.0,2.0,22.0,20.0,38.0,8.0,10.0,24.0,10.0,5.0,19.0,6.0,-5.0,10.0,5.0,6.0,4.0,1.0,-11.0,14.0,6.0,4.0,21.0,-4.0,7.0,3.0,8.0,3.0,-5.0,3.0,0.0,-1.0,4.0,0.0,8.0,0.0,-6.0,6.0
2600643,2025,2025-07-16T23:00:00Z,16,Niagara River Lions,Niagara,Brampton Honey Badgers,97,33,66,50,25,47,53,8,19,42,23,28,82,15,24,39,23,6,9,2,19,19,44,15,17,32,12,8,79.0,30.0,62.0,48.0,22.0,40.0,55.0,8.0,22.0,36.0,11.0,14.0,78.0,9.0,20.0,29.0,19.0,4.0,14.0,2.0,19.0,18.0,38.0,8.0,16.0,10.0,7.0,6.0,18.0,3.0,4.0,2.0,3.0,7.0,-2.0,0.0,-3.0,6.0,12.0,14.0,4.0,6.0,4.0,10.0,4.0,2.0,-5.0,0.0,0.0,1.0,6.0,7.0,1.0,22.0,5.0,2.0
2600654,2025,2025-07-20T19:00:00Z,17,Niagara River Lions,Niagara,Scarborough Shooting Stars,96,32,77,41,22,46,47,10,31,32,22,30,73,18,38,56,25,7,19,5,19,21,30,18,15,16,9,12,81.0,29.0,73.0,39.0,20.0,40.0,50.0,9.0,33.0,27.0,14.0,20.0,70.0,8.0,29.0,37.0,20.0,14.0,15.0,6.0,21.0,19.0,34.0,8.0,21.0,13.0,15.0,20.0,15.0,3.0,4.0,2.0,2.0,6.0,-3.0,1.0,-2.0,5.0,8.0,10.0,3.0,10.0,9.0,19.0,5.0,-7.0,4.0,-1.0,-2.0,2.0,-4.0,10.0,-6.0,3.0,-6.0,-8.0
2600669,2025,2025-07-25T23:00:00Z,18,Niagara River Lions,Niagara,Montreal Alliance,91,36,72,50,25,45,55,11,27,40,8,12,66,10,27,37,23,4,10,4,19,18,44,16,15,19,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600655,2025,2025-07-27T18:00:00Z,19,Niagara River Lions,Niagara,Brampton Honey Badgers,86,29,73,39,21,48,43,8,25,32,20,25,80,17,26,43,21,9,11,1,18,19,40,19,21,40,12,10,84.0,32.0,72.0,44.0,24.0,49.0,48.0,8.0,23.0,34.0,12.0,17.0,70.0,17.0,28.0,45.0,13.0,7.0,14.0,5.0,20.0,18.0,44.0,11.0,20.0,28.0,7.0,12.0,2.0,-3.0,1.0,-5.0,-3.0,-1.0,-5.0,0.0,2.0,-2.0,8.0,8.0,10.0,0.0,-2.0,-2.0,8.0,2.0,-3.0,-4.0,-2.0,1.0,-4.0,8.0,1.0,12.0,5.0,-2.0
2600667,2025,2025-07-31T23:00:00Z,20,Niagara River Lions,Niagara,Ottawa BlackJacks,93,33,75,44,23,44,52,10,31,32,17,21,80,14,22,36,24,7,4,4,18,13,28,12,15,25,11,11,96.0,32.0,63.0,50.0,19.0,34.0,55.0,13.0,29.0,44.0,19.0,21.0,90.0,9.0,25.0,34.0,20.0,2.0,8.0,2.0,16.0,16.0,36.0,10.0,7.0,14.0,9.0,4.0,-3.0,1.0,12.0,-6.0,4.0,10.0,-3.0,-3.0,2.0,-12.0,-2.0,0.0,-10.0,5.0,-3.0,2.0,4.0,5.0,-4.0,2.0,2.0,-3.0,-8.0,2.0,8.0,11.0,2.0,7.0
2600658,2025,2025-08-03T18:00:00Z,21,Niagara River Lions,Niagara,Scarborough Shooting Stars,64,21,78,26,15,49,30,6,29,20,16,23,69,21,28,49,14,13,17,2,19,12,20,29,15,10,8,15,81.0,30.0,71.0,42.0,22.0,43.0,51.0,8.0,28.0,28.0,13.0,17.0,76.0,12.0,39.0,51.0,17.0,10.0,19.0,6.0,14.0,18.0,36.0,16.0,12.0,18.0,17.0,16.0,-17.0,-9.0,7.0,-16.0,-7.0,6.0,-21.0,-2.0,1.0,-8.0,3.0,6.0,-7.0,9.0,-11.0,-2.0,-3.0,3.0,-2.0,-4.0,5.0,-6.0,-16.0,13.0,3.0,-8.0,-9.0,-1.0
2600671,2025,2025-08-07T00:00:00Z,22,Niagara River Lions,Niagara,Winnipeg Sea Bears,81,31,75,41,23,46,50,8,29,27,11,20,55,12,32,44,13,9,11,2,15,19,34,11,16,18,7,11,86.0,32.0,78.0,41.0,23.0,44.0,52.0,9.0,34.0,26.0,13.0,19.0,68.0,16.0,34.0,50.0,17.0,6.0,13.0,3.0,20.0,15.0,42.0,17.0,11.0,10.0,7.0,9.0,-5.0,-1.0,-3.0,0.0,0.0,2.0,-2.0,-1.0,-5.0,1.0,-2.0,1.0,-13.0,-4.0,-2.0,-6.0,-4.0,3.0,-2.0,-1.0,-5.0,4.0,-8.0,-6.0,5.0,8.0,0.0,2.0
2600677,2025,2025-08-09T01:00:00Z,23,Niagara River Lions,Niagara,Edmonton Stingers,81,31,65,47,23,41,56,8,24,33,11,16,68,8,26,34,13,10,16,0,16,18,40,12,15,19,11,10,92.0,35.0,72.0,48.0,28.0,47.0,59.0,7.0,25.0,28.0,15.0,19.0,78.0,11.0,28.0,39.0,15.0,10.0,14.0,3.0,18.0,15.0,46.0,12.0,14.0,20.0,19.0,13.0,-11.0,-4.0,-7.0,-1.0,-5.0,-6.0,-3.0,1.0,-1.0,5.0,-4.0,-3.0,-10.0,-3.0,-2.0,-5.0,-2.0,0.0,2.0,-3.0,-2.0,3.0,-6.0,0.0,1.0,-1.0,-8.0,-3.0
2600681,2025,2025-08-11T00:00:00Z,24,Niagara River Lions,Niagara,Calgary Surge,76,29,73,39,17,38,44,12,35,34,6,12,50,12,30,42,19,9,18,3,15,10,28,4,16,33,5,12,94.0,36.0,75.0,48.0,23.0,44.0,52.0,13.0,31.0,41.0,9.0,16.0,56.0,11.0,34.0,45.0,21.0,7.0,15.0,3.0,13.0,14.0,42.0,8.0,28.0,31.0,8.0,10.0,-18.0,-7.0,-2.0,-9.0,-6.0,-6.0,-8.0,-1.0,4.0,-7.0,-3.0,-4.0,-6.0,1.0,-4.0,-3.0,-2.0,2.0,3.0,0.0,2.0,-4.0,-14.0,-4.0,-12.0,2.0,-3.0,2.0
2700727,2025,2025-08-22T22:00:00Z,25,Niagara River Lions,Niagara,Scarborough Shooting Stars,93,29,83,34,15,44,34,14,39,35,21,21,100,20,36,56,15,2,10,2,16,12,20,26,7,23,16,4,91.0,34.0,77.0,44.0,22.0,44.0,50.0,12.0,33.0,36.0,11.0,18.0,61.0,7.0,33.0,40.0,18.0,5.0,7.0,4.0,13.0,15.0,42.0,7.0,12.0,25.0,14.0,9.0,2.0,-5.0,6.0,-10.0,-7.0,0.0,-16.0,2.0,6.0,-1.0,10.0,3.0,39.0,13.0,3.0,16.0,-3.0,-3.0,3.0,-2.0,3.0,-3.0,-22.0,19.0,-5.0,-2.0,2.0,-5.0
2702972,2025,2025-08-24T23:00:00Z,26,Niagara River Lions,Niagara,Calgary Surge,79,29,74,39,19,42,45,10,32,31,11,14,78,12,38,50,17,3,13,0,20,14,20,13,6,26,5,3,73.0,25.0,73.0,34.0,16.0,36.0,44.0,9.0,37.0,24.0,14.0,21.0,66.0,14.0,32.0,46.0,17.0,7.0,11.0,8.0,15.0,20.0,30.0,15.0,12.0,15.0,13.0,15.0,6.0,4.0,1.0,5.0,3.0,6.0,1.0,1.0,-5.0,7.0,-3.0,-7.0,12.0,-2.0,6.0,4.0,0.0,-4.0,2.0,-8.0,5.0,-6.0,-10.0,-2.0,-6.0,11.0,-8.0,-12.0
2600567,2025,2025-05-18T19:00:00Z,1,Ottawa BlackJacks,Ottawa,Niagara River Lions,85,28,70,40,20,40,50,8,30,26,21,28,75,11,35,46,19,9,18,5,24,23,32,9,18,20,16,14,87.0,30.0,70.0,42.0,22.0,42.0,52.0,8.0,28.0,28.0,19.0,28.0,67.0,10.0,33.0,43.0,16.0,8.0,16.0,4.0,23.0,24.0,32.0,9.0,20.0,19.0,9.0,12.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,-2.0,2.0,0.0,8.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,-1.0,0.0,0.0,-2.0,1.0,7.0,2.0
2600569,2025,2025-05-21T23:30:00Z,2,Ottawa BlackJacks,Ottawa,Brampton Honey Badgers,105,35,70,50,24,40,60,11,30,36,24,28,85,14,17,31,25,11,12,3,19,26,44,20,37,41,21,14,83.0,29.0,54.0,53.0,22.0,40.0,55.0,7.0,14.0,50.0,18.0,23.0,78.0,12.0,24.0,36.0,16.0,7.0,24.0,1.0,27.0,18.0,42.0,10.0,15.0,16.0,6.0,8.0,22.0,6.0,16.0,-3.0,2.0,0.0,5.0,4.0,16.0,-14.0,6.0,5.0,7.0,2.0,-7.0,-5.0,9.0,4.0,-12.0,2.0,-8.0,8.0,2.0,10.0,22.0,25.0,15.0,6.0
2600578,2025,2025-05-27T15:00:00Z,3,Ottawa BlackJacks,Ottawa,Scarborough Shooting Stars,86,29,68,42,22,48,45,7,20,35,21,24,87,12,32,44,20,8,18,2,17,21,36,12,16,23,12,10,87.0,34.0,74.0,45.0,24.0,44.0,54.0,10.0,30.0,33.0,9.0,13.0,69.0,8.0,28.0,36.0,23.0,6.0,14.0,6.0,21.0,17.0,38.0,4.0,18.0,21.0,20.0,12.0,-1.0,-5.0,-6.0,-3.0,-2.0,4.0,-9.0,-3.0,-10.0,2.0,12.0,11.0,18.0,4.0,4.0,8.0,-3.0,2.0,4.0,-4.0,-4.0,4.0,-2.0,8.0,-2.0,2.0,-8.0,-2.0
2600589,2025,2025-06-01T00:30:00Z,4,Ottawa BlackJacks,Ottawa,Winnipeg Sea Bears,88,32,64,50,19,32,59,13,32,40,11,12,91,13,30,43,22,7,20,5,17,14,32,16,11,27,5,12,73.0,28.0,73.0,38.0,19.0,41.0,46.0,9.0,32.0,28.0,8.0,13.0,61.0,15.0,19.0,34.0,17.0,10.0,11.0,2.0,15.0,17.0,36.0,12.0,23.0,13.0,6.0,12.0,15.0,4.0,-9.0,12.0,0.0,-9.0,13.0,4.0,0.0,12.0,3.0,-1.0,30.0,-2.0,11.0,9.0,5.0,-3.0,9.0,3.0,2.0,-3.0,-4.0,4.0,-12.0,14.0,-1.0,0.0
2600611,2025,2025-06-07T02:00:00Z,5,Ottawa BlackJacks,Ottawa,Vancouver Bandits,81,31,74,41,23,51,45,8,23,34,11,17,64,16,27,43,21,6,16,3,18,19,44,14,16,42,8,9,95.0,38.0,77.0,49.0,29.0,51.0,56.0,9.0,26.0,34.0,10.0,16.0,62.0,13.0,31.0,44.0,22.0,12.0,13.0,5.0,19.0,17.0,58.0,12.0,19.0,30.0,18.0,17.0,-14.0,-7.0,-3.0,-8.0,-6.0,0.0,-11.0,-1.0,-3.0,0.0,1.0,1.0,2.0,3.0,-4.0,-1.0,-1.0,-6.0,3.0,-2.0,-1.0,2.0,-14.0,2.0,-3.0,12.0,-10.0,-8.0
2600590,2025,2025-06-08T20:00:00Z,6,Ottawa BlackJacks,Ottawa,Calgary Surge,93,34,63,53,26,40,65,8,23,34,17,26,65,8,24,32,19,3,19,1,24,19,36,12,10,34,3,4,107.0,34.0,63.0,53.0,24.0,35.0,68.0,10.0,28.0,35.0,29.0,38.0,76.0,6.0,24.0,30.0,16.0,9.0,10.0,4.0,19.0,24.0,40.0,5.0,24.0,17.0,10.0,13.0,-14.0,0.0,0.0,0.0,2.0,5.0,-3.0,-2.0,-5.0,-1.0,-12.0,-12.0,-11.0,2.0,0.0,2.0,3.0,-6.0,9.0,-3.0,5.0,-5.0,-4.0,7.0,-14.0,17.0,-7.0,-9.0
2600598,2025,2025-06-11T01:00:00Z,7,Ottawa BlackJacks,Ottawa,Edmonton Stingers,74,28,72,38,22,51,43,6,21,28,12,17,70,15,29,44,19,3,14,3,9,16,38,12,8,31,6,6,93.0,36.0,78.0,46.0,21.0,48.0,43.0,15.0,30.0,50.0,6.0,7.0,85.0,12.0,31.0,43.0,19.0,12.0,7.0,5.0,16.0,8.0,38.0,14.0,19.0,23.0,8.0,17.0,-19.0,-8.0,-6.0,-8.0,1.0,3.0,0.0,-9.0,-9.0,-22.0,6.0,10.0,-15.0,3.0,-2.0,1.0,0.0,-9.0,7.0,-2.0,-7.0,8.0,0.0,-2.0,-11.0,8.0,-2.0,-11.0
2600588,2025,2025-06-15T18:00:00Z,8,Ottawa BlackJacks,Ottawa,Niagara River Lions,89,32,70,45,18,38,47,14,32,43,11,17,64,13,33,46,24,2,13,2,16,19,32,18,12,44,9,4,90.0,30.0,76.0,39.0,18.0,42.0,42.0,12.0,34.0,35.0,18.0,22.0,81.0,14.0,27.0,41.0,17.0,8.0,8.0,0.0,19.0,15.0,28.0,17.0,15.0,21.0,15.0,8.0,-1.0,2.0,-6.0,6.0,0.0,-4.0,5.0,2.0,-2.0,8.0,-7.0,-5.0,-17.0,-1.0,6.0,5.0,7.0,-6.0,5.0,2.0,-3.0,4.0,4.0,1.0,-3.0,23.0,-6.0,-4.0
2600609,2025,2025-06-20T23:30:00Z,9,Ottawa BlackJacks,Ottawa,Scarborough Shooting Stars,97,34,70,48,22,39,56,12,31,38,17,23,73,12,34,46,25,6,14,4,23,17,38,16,13,34,12,10,78.0,30.0,80.0,37.0,25.0,50.0,50.0,5.0,30.0,16.0,13.0,24.0,54.0,18.0,25.0,43.0,7.0,10.0,12.0,7.0,18.0,22.0,48.0,19.0,14.0,18.0,8.0,17.0,19.0,4.0,-10.0,11.0,-3.0,-11.0,6.0,7.0,1.0,22.0,4.0,-1.0,19.0,-6.0,9.0,3.0,18.0,-4.0,2.0,-3.0,5.0,-5.0,-10.0,-3.0,-1.0,16.0,4.0,-7.0
2600614,2025,2025-06-22T18:30:00Z,10,Ottawa BlackJacks,Ottawa,Brampton Honey Badgers,89,31,78,39,19,44,43,12,34,35,15,18,83,16,30,46,18,5,10,5,19,22,28,19,22,20,9,10,76.0,27.0,70.0,38.0,16.0,44.0,36.0,11.0,26.0,42.0,11.0,19.0,57.0,16.0,30.0,46.0,18.0,6.0,15.0,6.0,23.0,19.0,30.0,15.0,14.0,23.0,13.0,12.0,13.0,4.0,8.0,1.0,3.0,0.0,7.0,1.0,8.0,-7.0,4.0,-1.0,26.0,0.0,0.0,0.0,0.0,-1.0,-5.0,-1.0,-4.0,3.0,-2.0,4.0,8.0,-3.0,-4.0,-2.0
2600620,2025,2025-06-28T19:00:00Z,11,Ottawa BlackJacks,Ottawa,Montreal Alliance,90,37,76,48,28,50,56,9,26,34,7,14,50,15,26,41,18,10,12,7,13,15,50,11,26,22,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600626,2025,2025-07-01T19:00:00Z,12,Ottawa BlackJacks,Ottawa,Winnipeg Sea Bears,104,41,76,53,32,50,64,9,26,34,13,18,72,15,37,52,22,3,11,7,13,17,54,16,4,26,17,10,80.0,32.0,84.0,38.0,25.0,57.0,43.0,7.0,27.0,25.0,9.0,17.0,52.0,18.0,24.0,42.0,15.0,9.0,5.0,4.0,17.0,13.0,46.0,14.0,11.0,11.0,11.0,13.0,24.0,9.0,-8.0,15.0,7.0,-7.0,21.0,2.0,-1.0,9.0,4.0,1.0,20.0,-3.0,13.0,10.0,7.0,-6.0,6.0,3.0,-4.0,4.0,8.0,2.0,-7.0,15.0,6.0,-3.0
2600637,2025,2025-07-06T01:30:00Z,13,Ottawa BlackJacks,Ottawa,Saskatchewan Rattlers,90,36,76,47,23,46,50,13,30,43,5,8,62,11,30,41,23,6,14,1,12,14,42,6,19,35,16,7,93.0,35.0,77.0,45.0,22.0,43.0,51.0,13.0,34.0,38.0,10.0,18.0,55.0,12.0,30.0,42.0,29.0,11.0,11.0,5.0,14.0,12.0,40.0,8.0,21.0,21.0,27.0,16.0,-3.0,1.0,-1.0,2.0,1.0,3.0,-1.0,0.0,-4.0,5.0,-5.0,-10.0,7.0,-1.0,0.0,-1.0,-6.0,-5.0,3.0,-4.0,-2.0,2.0,2.0,-2.0,-2.0,14.0,-11.0,-9.0
2600625,2025,2025-07-09T16:30:00Z,14,Ottawa BlackJacks,Ottawa,Brampton Honey Badgers,101,38,65,58,21,34,61,17,31,54,8,9,88,10,29,39,28,9,15,4,10,13,38,20,12,31,15,13,73.0,29.0,68.0,42.0,19.0,48.0,39.0,10.0,20.0,50.0,5.0,9.0,55.0,11.0,16.0,27.0,21.0,8.0,11.0,6.0,13.0,10.0,34.0,11.0,18.0,21.0,8.0,14.0,28.0,9.0,-3.0,16.0,2.0,-14.0,22.0,7.0,11.0,4.0,3.0,0.0,33.0,-1.0,13.0,12.0,7.0,1.0,4.0,-2.0,-3.0,3.0,4.0,9.0,-6.0,10.0,7.0,-1.0
2600645,2025,2025-07-17T23:30:00Z,15,Ottawa BlackJacks,Ottawa,Edmonton Stingers,85,36,79,45,28,48,58,8,31,25,5,6,83,9,31,40,23,8,12,4,21,14,52,6,14,13,10,12,87.0,29.0,69.0,42.0,20.0,41.0,48.0,9.0,28.0,32.0,20.0,31.0,64.0,13.0,34.0,47.0,19.0,7.0,15.0,3.0,14.0,20.0,38.0,13.0,16.0,22.0,13.0,10.0,-2.0,7.0,10.0,3.0,8.0,7.0,10.0,-1.0,3.0,-7.0,-15.0,-25.0,19.0,-4.0,-3.0,-7.0,4.0,1.0,-3.0,1.0,7.0,-6.0,14.0,-7.0,-2.0,-9.0,-3.0,2.0
2600663,2025,2025-07-21T23:30:00Z,16,Ottawa BlackJacks,Ottawa,Brampton Honey Badgers,91,32,76,42,22,45,48,10,31,32,17,21,80,13,39,52,20,2,7,5,15,15,44,19,5,21,16,7,77.0,30.0,81.0,37.0,22.0,54.0,40.0,8.0,27.0,29.0,9.0,11.0,81.0,11.0,34.0,45.0,16.0,6.0,7.0,3.0,15.0,15.0,38.0,6.0,14.0,9.0,3.0,9.0,14.0,2.0,-5.0,5.0,0.0,-9.0,8.0,2.0,4.0,3.0,8.0,10.0,-1.0,2.0,5.0,7.0,4.0,-4.0,0.0,2.0,0.0,0.0,6.0,13.0,-9.0,12.0,13.0,-2.0
2600666,2025,2025-07-23T23:30:00Z,17,Ottawa BlackJacks,Ottawa,Montreal Alliance,79,29,68,42,23,39,58,6,29,20,15,19,78,6,31,37,17,12,16,1,16,21,38,3,18,12,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600653,2025,2025-07-26T18:00:00Z,18,Ottawa BlackJacks,Ottawa,Saskatchewan Rattlers,96,36,79,45,26,46,56,10,33,30,14,17,82,9,31,40,26,8,7,3,18,14,48,8,18,28,26,11,97.0,36.0,82.0,43.0,26.0,53.0,49.0,10.0,29.0,34.0,15.0,21.0,71.0,19.0,33.0,52.0,23.0,3.0,15.0,3.0,14.0,18.0,40.0,19.0,6.0,11.0,6.0,6.0,-1.0,0.0,-3.0,2.0,0.0,-7.0,7.0,0.0,4.0,-4.0,-1.0,-4.0,11.0,-10.0,-2.0,-12.0,3.0,5.0,-8.0,0.0,4.0,-4.0,8.0,-11.0,12.0,17.0,20.0,5.0
2600664,2025,2025-07-29T23:30:00Z,19,Ottawa BlackJacks,Ottawa,Scarborough Shooting Stars,100,37,69,53,22,40,55,15,29,51,11,16,68,8,31,39,25,4,16,2,13,15,38,8,11,61,13,6,93.0,35.0,78.0,44.0,24.0,45.0,53.0,11.0,33.0,33.0,12.0,14.0,85.0,12.0,25.0,37.0,25.0,10.0,12.0,5.0,16.0,11.0,40.0,9.0,12.0,20.0,19.0,15.0,7.0,2.0,-9.0,9.0,-2.0,-5.0,2.0,4.0,-4.0,18.0,-1.0,2.0,-17.0,-4.0,6.0,2.0,0.0,-6.0,4.0,-3.0,-3.0,4.0,-2.0,-1.0,-1.0,41.0,-6.0,-9.0
2600667,2025,2025-07-31T23:00:00Z,20,Ottawa BlackJacks,Ottawa,Niagara River Lions,96,32,63,50,19,34,55,13,29,44,19,21,90,9,25,34,20,2,8,2,16,16,36,10,7,14,9,4,93.0,33.0,75.0,44.0,23.0,44.0,52.0,10.0,31.0,32.0,17.0,21.0,80.0,14.0,22.0,36.0,24.0,7.0,4.0,4.0,18.0,13.0,28.0,12.0,15.0,25.0,11.0,11.0,3.0,-1.0,-12.0,6.0,-4.0,-10.0,3.0,3.0,-2.0,12.0,2.0,0.0,10.0,-5.0,3.0,-2.0,-4.0,-5.0,4.0,-2.0,-2.0,3.0,8.0,-2.0,-8.0,-11.0,-2.0,-7.0
2600656,2025,2025-08-02T18:00:00Z,21,Ottawa BlackJacks,Ottawa,Calgary Surge,101,39,79,49,27,39,69,12,40,30,11,16,68,16,24,40,22,7,18,3,12,17,44,19,18,33,15,10,112.0,43.0,91.0,47.0,29.0,54.0,53.0,14.0,37.0,37.0,12.0,15.0,80.0,25.0,28.0,53.0,27.0,11.0,13.0,2.0,17.0,12.0,48.0,23.0,28.0,22.0,13.0,13.0,-11.0,-4.0,-12.0,2.0,-2.0,-15.0,16.0,-2.0,3.0,-7.0,-1.0,1.0,-12.0,-9.0,-4.0,-13.0,-5.0,-4.0,5.0,1.0,-5.0,5.0,-4.0,-4.0,-10.0,11.0,2.0,-3.0
2682612,2025,2025-08-06T23:30:00Z,22,Ottawa BlackJacks,Ottawa,Montreal Alliance,87,33,65,50,22,41,53,11,24,45,10,13,76,7,29,36,23,6,17,2,14,13,42,13,11,12,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600673,2025,2025-08-08T23:30:00Z,23,Ottawa BlackJacks,Ottawa,Montreal Alliance,98,37,73,50,26,47,55,11,26,42,13,15,86,11,27,38,29,6,13,2,16,17,46,9,16,31,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600680,2025,2025-08-10T19:00:00Z,24,Ottawa BlackJacks,Ottawa,Vancouver Bandits,112,36,60,60,21,31,67,15,29,51,25,32,78,5,19,24,26,3,14,1,18,21,36,2,15,41,13,4,130.0,48.0,83.0,57.0,30.0,49.0,61.0,18.0,34.0,52.0,16.0,18.0,88.0,16.0,23.0,39.0,32.0,10.0,10.0,0.0,22.0,16.0,56.0,25.0,21.0,15.0,12.0,10.0,-18.0,-12.0,-23.0,3.0,-9.0,-18.0,6.0,-3.0,-5.0,-1.0,9.0,14.0,-10.0,-11.0,-4.0,-15.0,-6.0,-7.0,4.0,1.0,-4.0,5.0,-20.0,-23.0,-6.0,26.0,1.0,-6.0
2700442,2025,2025-08-16T17:00:00Z,25,Ottawa BlackJacks,Ottawa,Scarborough Shooting Stars,81,29,77,37,22,51,43,7,26,26,16,26,61,14,25,39,19,8,11,2,21,16,40,13,11,23,16,10,114.0,38.0,71.0,53.0,23.0,41.0,56.0,15.0,30.0,50.0,23.0,32.0,71.0,10.0,38.0,48.0,24.0,8.0,11.0,9.0,17.0,20.0,42.0,9.0,15.0,39.0,23.0,17.0,-33.0,-9.0,6.0,-16.0,-1.0,10.0,-13.0,-8.0,-4.0,-24.0,-7.0,-6.0,-10.0,4.0,-13.0,-9.0,-5.0,0.0,0.0,-7.0,4.0,-4.0,-2.0,4.0,-4.0,-16.0,-7.0,-7.0
2600564,2025,2025-05-16T01:30:00Z,1,Saskatchewan Rattlers,Saskatchewan,Vancouver Bandits,65,24,68,35,20,50,40,4,18,22,13,17,76,9,25,34,9,7,20,3,16,18,38,8,18,19,14,10,105.0,42.0,76.0,55.0,34.0,51.0,66.0,8.0,25.0,32.0,13.0,21.0,61.0,13.0,37.0,50.0,17.0,11.0,16.0,2.0,18.0,16.0,60.0,14.0,29.0,13.0,17.0,13.0,-40.0,-18.0,-8.0,-20.0,-14.0,-1.0,-26.0,-4.0,-7.0,-10.0,0.0,-4.0,15.0,-4.0,-12.0,-16.0,-8.0,-4.0,4.0,1.0,-2.0,2.0,-22.0,-6.0,-11.0,6.0,-3.0,-3.0
2600570,2025,2025-05-23T01:30:00Z,2,Saskatchewan Rattlers,Saskatchewan,Edmonton Stingers,89,32,79,40,24,48,50,8,31,25,17,20,85,14,32,46,15,7,9,5,17,13,44,18,17,13,12,12,92.0,32.0,77.0,41.0,18.0,45.0,40.0,14.0,32.0,43.0,14.0,16.0,87.0,14.0,34.0,48.0,18.0,6.0,13.0,1.0,13.0,17.0,36.0,17.0,12.0,23.0,12.0,7.0,-3.0,0.0,2.0,-1.0,6.0,3.0,10.0,-6.0,-1.0,-18.0,3.0,4.0,-2.0,0.0,-2.0,-2.0,-3.0,1.0,-4.0,4.0,4.0,-4.0,8.0,1.0,5.0,-10.0,0.0,5.0
2600574,2025,2025-05-25T01:30:00Z,3,Saskatchewan Rattlers,Saskatchewan,Niagara River Lions,86,31,79,39,21,56,37,10,23,43,14,16,87,17,33,50,16,10,17,5,19,17,38,19,13,3,7,15,88.0,31.0,80.0,38.0,24.0,58.0,41.0,7.0,22.0,31.0,19.0,24.0,79.0,17.0,31.0,48.0,16.0,9.0,15.0,4.0,17.0,19.0,38.0,24.0,24.0,31.0,21.0,13.0,-2.0,0.0,-1.0,1.0,-3.0,-2.0,-4.0,3.0,1.0,12.0,-5.0,-8.0,8.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,-2.0,0.0,-5.0,-11.0,-28.0,-14.0,2.0
