game_id,game_date,game_number,team_name,opponent_name,actual_opponent_team,opponent_payroll_faced,opponent_active_players,opponent_players_with_salary,opponent_players_missing_salary,opponent_payroll_complete,league_average_payroll,difference_vs_average,pct_of_league_average
2798801,2026-07-08T23:30:00Z,17,Ottawa BlackJacks,Montreal Alliance,Montréal Alliance,8930.0,9,9,0,True,11772.152916666668,-2842.152916666668,0.7585698268799387
2798796,2026-07-12T20:00:00Z,18,Ottawa BlackJacks,Brampton Honey Badgers,Brampton Honey Badgers,9816.67,10,10,0,True,11772.152916666668,-1955.4829166666677,0.8338890999370088
2798810,2026-07-18T23:00:00Z,19,Ottawa BlackJacks,Scarborough Shooting Stars,Scarborough Shooting Stars,13600.0,9,9,0,True,11772.152916666668,1827.8470833333322,1.1552687173087532
2798814,2026-07-22T23:30:00Z,20,Ottawa BlackJacks,Scarborough Shooting Stars,Scarborough Shooting Stars,16642.86,10,10,0,True,11772.152916666668,4870.707083333333,1.413748200334497
2798818,2026-07-24T23:30:00Z,21,Ottawa BlackJacks,Montreal Alliance,Montréal Alliance,10000.0,9,9,0,True,11772.152916666668,-1772.1529166666678,0.8494622921387892
2798822,2026-07-26T19:00:00Z,22,Ottawa BlackJacks,Niagara River Lions,Niagara River Lions,15150.0,10,10,0,True,11772.152916666668,3377.847083333332,1.2869353725902657
2798828,2026-08-01T00:00:00Z,23,Ottawa BlackJacks,Winnipeg Sea Bears,Winnipeg Sea Bears,13452.08,9,9,0,True,11772.152916666668,1679.9270833333321,1.1427034710834363
2798833,2026-08-02T22:00:00Z,24,Ottawa BlackJacks,Edmonton Stingers,Edmonton Stingers,12417.67,11,11,0,True,11772.152916666668,645.5170833333323,1.0548342421223078
2798720,2026-05-14T16:30:00Z,1,Saskatoon Mamba,Vancouver Bandits,Vancouver Bandits,13094.17,10,10,0,True,11772.152916666668,1322.0170833333323,1.1123003661854969
2798727,2026-05-17T00:00:00Z,2,Saskatoon Mamba,Winnipeg Sea Bears,Winnipeg Sea Bears,11403.08,10,10,0,True,11772.152916666668,-369.0729166666679,0.9686486474241984
2798716,2026-05-19T23:30:00Z,3,Saskatoon Mamba,Montreal Alliance,Montréal Alliance,10900.0,9,9,0,True,11772.152916666668,-872.1529166666678,0.9259138984312802
2798719,2026-05-21T15:00:00Z,4,Saskatoon Mamba,Scarborough Shooting Stars,Scarborough Shooting Stars,13100.0,10,9,1,False,11772.152916666668,1327.8470833333322,1.1127956027018138
2798742,2026-05-30T01:30:00Z,5,Saskatoon Mamba,Winnipeg Sea Bears,Winnipeg Sea Bears,12003.08,11,11,0,True,11772.152916666668,230.92708333333212,1.0196163849525257
2798748,2026-05-31T22:00:00Z,6,Saskatoon Mamba,Scarborough Shooting Stars,Scarborough Shooting Stars,11800.0,8,7,1,False,11772.152916666668,27.847083333332193,1.0023655047237712
2798746,2026-06-07T01:00:00Z,7,Saskatoon Mamba,Vancouver Bandits,Vancouver Bandits,13310.84,9,9,0,True,11772.152916666668,1538.6870833333323,1.130705665669268
2798755,2026-06-11T01:30:00Z,8,Saskatoon Mamba,Calgary Surge,Calgary Surge,8862.31,9,8,1,False,11772.152916666668,-2909.8429166666683,0.7528198166244512
2798768,2026-06-16T01:30:00Z,9,Saskatoon Mamba,Ottawa BlackJacks,Ottawa BlackJacks,11725.0,9,9,0,True,11772.152916666668,-47.15291666666781,0.9959945375327303
2798759,2026-06-19T15:00:00Z,10,Saskatoon Mamba,Niagara River Lions,Niagara River Lions,14868.75,11,11,0,True,11772.152916666668,3096.597083333332,1.2630442456238622
2798771,2026-06-21T23:00:00Z,11,Saskatoon Mamba,Ottawa BlackJacks,Ottawa BlackJacks,12925.0,10,10,0,True,11772.152916666668,1152.8470833333322,1.097930012589385
2798775,2026-06-25T01:30:00Z,12,Saskatoon Mamba,Edmonton Stingers,Edmonton Stingers,11266.67,11,11,0,True,11772.152916666668,-505.48291666666773,0.9570611322971332
2798780,2026-06-28T22:00:00Z,13,Saskatoon Mamba,Edmonton Stingers,Edmonton Stingers,11816.67,12,12,0,True,11772.152916666668,44.517083333332266,1.0037815583647667
2798781,2026-07-01T00:00:00Z,14,Saskatoon Mamba,Winnipeg Sea Bears,Winnipeg Sea Bears,12137.08,10,10,0,True,11772.152916666668,364.9270833333321,1.0309991796671856
2798787,2026-07-04T01:30:00Z,15,Saskatoon Mamba,Calgary Surge,Calgary Surge,10525.0,10,10,0,True,11772.152916666668,-1247.1529166666678,0.8940590624760756
2798799,2026-07-08T01:30:00Z,16,Saskatoon Mamba,Vancouver Bandits,Vancouver Bandits,11022.5,9,9,0,True,11772.152916666668,-749.6529166666678,0.9363198115099803
2798800,2026-07-16T01:30:00Z,17,Saskatoon Mamba,Winnipeg Sea Bears,Winnipeg Sea Bears,13008.33,11,11,0,True,11772.152916666668,1236.1770833333321,1.1050085818697775
2798811,2026-07-19T22:00:00Z,18,Saskatoon Mamba,Calgary Surge,Calgary Surge,10646.43,9,9,0,True,11772.152916666668,-1125.7229166666675,0.904374083089517
2798812,2026-07-22T01:30:00Z,19,Saskatoon Mamba,Edmonton Stingers,Edmonton Stingers,9516.67,9,9,0,True,11772.152916666668,-2255.4829166666677,0.8084052311728451
2798816,2026-07-24T01:30:00Z,20,Saskatoon Mamba,Brampton Honey Badgers,Brampton Honey Badgers,11875.0,10,10,0,True,11772.152916666668,102.8470833333322,1.0087364719148122
2798821,2026-07-26T01:00:00Z,21,Saskatoon Mamba,Vancouver Bandits,Vancouver Bandits,16060.0,11,11,0,True,11772.152916666668,4287.847083333332,1.3642364411748955
2798826,2026-07-30T01:30:00Z,22,Saskatoon Mamba,Niagara River Lions,Niagara River Lions,12750.0,9,8,1,False,11772.152916666668,977.8470833333322,1.0830644224769561
2798829,2026-08-01T01:00:00Z,23,Saskatoon Mamba,Edmonton Stingers,Edmonton Stingers,12517.67,11,11,0,True,11772.152916666668,745.5170833333323,1.0633288650436956
2798835,2026-08-03T22:00:00Z,24,Saskatoon Mamba,Calgary Surge,Calgary Surge,6421.43,9,7,2,False,11772.152916666668,-5350.7229166666675,0.5454762646608785
2798722,2026-05-15T23:30:00Z,1,Scarborough Shooting Stars,Montreal Alliance,Montréal Alliance,11600.0,10,10,0,True,11772.152916666668,-172.1529166666678,0.9853762588809954
2798734,2026-05-19T15:00:00Z,2,Scarborough Shooting Stars,Winnipeg Sea Bears,Winnipeg Sea Bears,12003.08,11,11,0,True,11772.152916666668,230.92708333333212,1.0196163849525257
2798719,2026-05-21T15:00:00Z,3,Scarborough Shooting Stars,Saskatoon Mamba,Saskatoon Mamba,9651.0,9,9,0,True,11772.152916666668,-2121.152916666668,0.8198160581431454
2798738,2026-05-29T01:30:00Z,4,Scarborough Shooting Stars,Calgary Surge,Calgary Surge,9926.0,8,7,1,False,11772.152916666668,-1846.1529166666678,0.8431762711769621
2798748,2026-05-31T22:00:00Z,5,Scarborough Shooting Stars,Saskatoon Mamba,Saskatoon Mamba,8901.0,8,8,0,True,11772.152916666668,-2871.152916666668,0.7561063862327363
2798745,2026-06-06T23:00:00Z,6,Scarborough Shooting Stars,Calgary Surge,Calgary Surge,7862.3099999999995,7,6,1,False,11772.152916666668,-3909.8429166666683,0.6678735874105723
2798751,2026-06-10T23:00:00Z,7,Scarborough Shooting Stars,Niagara River Lions,Niagara River Lions,14568.75,11,10,1,False,11772.152916666668,2796.597083333332,1.2375603768596986
2798760,2026-06-14T01:00:00Z,8,Scarborough Shooting Stars,Edmonton Stingers,Edmonton Stingers,11966.67,10,10,0,True,11772.152916666668,194.51708333333227,1.0165234927468485
2798770,2026-06-16T02:00:00Z,9,Scarborough Shooting Stars,Vancouver Bandits,Vancouver Bandits,15684.84,10,10,0,True,11772.152916666668,3912.6870833333323,1.3323680138230165
2798762,2026-06-19T23:30:00Z,10,Scarborough Shooting Stars,Ottawa BlackJacks,Ottawa BlackJacks,13775.0,11,11,0,True,11772.152916666668,2002.8470833333322,1.170134307421182
2798769,2026-06-21T20:00:00Z,11,Scarborough Shooting Stars,Niagara River Lions,Niagara River Lions,14568.75,10,10,0,True,11772.152916666668,2796.597083333332,1.2375603768596986
2798773,2026-06-23T23:30:00Z,12,Scarborough Shooting Stars,Ottawa BlackJacks,Ottawa BlackJacks,12025.0,9,9,0,True,11772.152916666668,252.8470833333322,1.021478406296894
2798777,2026-06-27T23:00:00Z,13,Scarborough Shooting Stars,Brampton Honey Badgers,Brampton Honey Badgers,13165.380000000001,11,11,0,True,11772.152916666668,1393.2270833333332,1.1183493871678174
2798782,2026-07-01T20:00:00Z,14,Scarborough Shooting Stars,Montreal Alliance,Montréal Alliance,10330.0,10,10,0,True,11772.152916666668,-1442.1529166666678,0.8774945477793692
2798785,2026-07-03T23:30:00Z,15,Scarborough Shooting Stars,Montreal Alliance,Montréal Alliance,11530.0,11,11,0,True,11772.152916666668,-242.1529166666678,0.9794300228360239
2798795,2026-07-05T20:00:00Z,16,Scarborough Shooting Stars,Brampton Honey Badgers,Brampton Honey Badgers,9116.67,9,9,0,True,11772.152916666668,-2655.4829166666677,0.7744267394872936
2798786,2026-07-10T23:00:00Z,17,Scarborough Shooting Stars,Niagara River Lions,Niagara River Lions,14250.0,9,9,0,True,11772.152916666668,2477.847083333332,1.2104837662977745
2798805,2026-07-16T23:30:00Z,18,Scarborough Shooting Stars,Edmonton Stingers,Edmonton Stingers,12417.67,11,11,0,True,11772.152916666668,645.5170833333323,1.0548342421223078
2798810,2026-07-18T23:00:00Z,19,Scarborough Shooting Stars,Ottawa BlackJacks,Ottawa BlackJacks,11687.5,9,9,0,True,11772.152916666668,-84.6529166666678,0.9928090539372099
2798814,2026-07-22T23:30:00Z,20,Scarborough Shooting Stars,Ottawa BlackJacks,Ottawa BlackJacks,13512.5,10,10,0,True,11772.152916666668,1740.3470833333322,1.147835922252539
2798817,2026-07-24T23:30:00Z,21,Scarborough Shooting Stars,Niagara River Lions,Niagara River Lions,12750.0,9,8,1,False,11772.152916666668,977.8470833333322,1.0830644224769561
2798823,2026-07-26T20:00:00Z,22,Scarborough Shooting Stars,Montreal Alliance,Montréal Alliance,8700.0,8,8,0,True,11772.152916666668,-3072.152916666668,0.7390321941607466
2798831,2026-08-01T23:00:00Z,23,Scarborough Shooting Stars,Brampton Honey Badgers,Brampton Honey Badgers,12291.67,10,10,0,True,11772.152916666668,519.5170833333323,1.0441310172413591
2798834,2026-08-03T20:00:00Z,24,Scarborough Shooting Stars,Brampton Honey Badgers,Brampton Honey Badgers,11075.0,10,10,0,True,11772.152916666668,-697.1529166666678,0.940779488543709
2798720,2026-05-14T16:30:00Z,1,Vancouver Bandits,Saskatoon Mamba,Saskatoon Mamba,10951.0,11,11,0,True,11772.152916666668,-821.1529166666678,0.930246156121188
2798728,2026-05-17T01:00:00Z,2,Vancouver Bandits,Edmonton Stingers,Edmonton Stingers,11300.0,10,10,0,True,11772.152916666668,-472.1529166666678,0.9598923901168318
2798725,2026-05-23T02:00:00Z,3,Vancouver Bandits,Edmonton Stingers,Edmonton Stingers,12150.0,11,11,0,True,11772.152916666668,377.8470833333322,1.0320966849486288
2798731,2026-05-25T00:00:00Z,4,Vancouver Bandits,Calgary Surge,Calgary Surge,8826.0,8,7,1,False,11772.152916666668,-2946.152916666668,0.7497354190416953
2798740,2026-05-29T23:00:00Z,5,Vancouver Bandits,Niagara River Lions,Niagara River Lions,10668.75,11,10,1,False,11772.152916666668,-1103.4029166666678,0.9062700829255707
2798744,2026-05-30T23:00:00Z,6,Vancouver Bandits,Brampton Honey Badgers,Brampton Honey Badgers,9800.0,9,9,0,True,11772.152916666668,-1972.1529166666678,0.8324730462960134
2798752,2026-06-02T23:30:00Z,7,Vancouver Bandits,Ottawa BlackJacks,Ottawa BlackJacks,9400.0,9,9,0,True,11772.152916666668,-2372.152916666668,0.7984945546104618
2798746,2026-06-07T01:00:00Z,8,Vancouver Bandits,Saskatoon Mamba,Saskatoon Mamba,10151.0,10,10,0,True,11772.152916666668,-1621.1529166666678,0.8622891727500849
2798761,2026-06-14T01:00:00Z,9,Vancouver Bandits,Ottawa BlackJacks,Ottawa BlackJacks,12525.0,10,10,0,True,11772.152916666668,752.8470833333322,1.0639515209038335
2798770,2026-06-16T02:00:00Z,10,Vancouver Bandits,Scarborough Shooting Stars,Scarborough Shooting Stars,13900.0,9,9,0,True,11772.152916666668,2127.847083333332,1.1807525860729169
2798757,2026-06-19T00:00:00Z,11,Vancouver Bandits,Winnipeg Sea Bears,Winnipeg Sea Bears,10837.08,9,9,0,True,11772.152916666668,-935.0729166666679,0.920569081689143
2798767,2026-06-21T01:00:00Z,12,Vancouver Bandits,Brampton Honey Badgers,Brampton Honey Badgers,12165.380000000001,9,9,0,True,11772.152916666668,393.2270833333332,1.0334031579539384
2798778,2026-06-28T01:00:00Z,13,Vancouver Bandits,Winnipeg Sea Bears,Winnipeg Sea Bears,12137.08,10,10,0,True,11772.152916666668,364.9270833333321,1.0309991796671856
2798789,2026-07-04T02:00:00Z,14,Vancouver Bandits,Edmonton Stingers,Edmonton Stingers,12517.67,11,11,0,True,11772.152916666668,745.5170833333323,1.0633288650436956
2798793,2026-07-05T19:30:00Z,15,Vancouver Bandits,Calgary Surge,Calgary Surge,10525.0,10,10,0,True,11772.152916666668,-1247.1529166666678,0.8940590624760756
2798799,2026-07-08T01:30:00Z,16,Vancouver Bandits,Saskatoon Mamba,Saskatoon Mamba,8784.33,8,8,0,True,11772.152916666668,-2987.822916666668,0.746195709670353
2798804,2026-07-10T00:30:00Z,17,Vancouver Bandits,Calgary Surge,Calgary Surge,9825.0,9,9,0,True,11772.152916666668,-1947.1529166666678,0.8345967020263604
2798791,2026-07-12T01:00:00Z,18,Vancouver Bandits,Edmonton Stingers,Edmonton Stingers,13267.67,12,12,0,True,11772.152916666668,1495.5170833333323,1.127038536954105
2798807,2026-07-18T02:00:00Z,19,Vancouver Bandits,Montreal Alliance,Montréal Alliance,7400.0,8,8,0,True,11772.152916666668,-4372.152916666668,0.628602096182704
2798813,2026-07-22T01:30:00Z,20,Vancouver Bandits,Calgary Surge,Calgary Surge,11146.43,10,10,0,True,11772.152916666668,-625.7229166666675,0.9468471976964564
2798815,2026-07-24T00:00:00Z,21,Vancouver Bandits,Winnipeg Sea Bears,Winnipeg Sea Bears,14708.33,10,10,0,True,11772.152916666668,2936.177083333332,1.2494171715333717
2798821,2026-07-26T01:00:00Z,22,Vancouver Bandits,Saskatoon Mamba,Saskatoon Mamba,12284.33,10,10,0,True,11772.152916666668,512.1770833333321,1.0435075119189292
2798825,2026-07-28T23:30:00Z,23,Vancouver Bandits,Montreal Alliance,Montréal Alliance,10030.0,9,9,0,True,11772.152916666668,-1742.1529166666678,0.8520106790152056
2798832,2026-08-02T21:00:00Z,24,Vancouver Bandits,Winnipeg Sea Bears,Winnipeg Sea Bears,14208.33,9,9,0,True,11772.152916666668,2436.177083333332,1.2069440569264323
2798717,2026-05-09T19:30:00Z,1,Winnipeg Sea Bears,Edmonton Stingers,Edmonton Stingers,10950.0,10,10,0,True,11772.152916666668,-822.1529166666678,0.9301612098919742
2798727,2026-05-17T00:00:00Z,2,Winnipeg Sea Bears,Saskatoon Mamba,Saskatoon Mamba,10301.0,10,10,0,True,11772.152916666668,-1471.1529166666678,0.8750311071321667
2798734,2026-05-19T15:00:00Z,3,Winnipeg Sea Bears,Scarborough Shooting Stars,Scarborough Shooting Stars,10100.0,8,7,1,False,11772.152916666668,-1672.1529166666678,0.857956915060177
2798723,2026-05-23T00:00:00Z,4,Winnipeg Sea Bears,Niagara River Lions,Niagara River Lions,10368.75,10,10,0,True,11772.152916666668,-1403.4029166666678,0.880786214161407
2798733,2026-05-25T23:30:00Z,5,Winnipeg Sea Bears,Brampton Honey Badgers,Brampton Honey Badgers,9800.0,9,9,0,True,11772.152916666668,-1972.1529166666678,0.8324730462960134
2798742,2026-05-30T01:30:00Z,6,Winnipeg Sea Bears,Saskatoon Mamba,Saskatoon Mamba,9951.0,9,9,0,True,11772.152916666668,-1821.1529166666678,0.8452999269073092
2798739,2026-06-04T23:30:00Z,7,Winnipeg Sea Bears,Ottawa BlackJacks,Ottawa BlackJacks,11600.0,9,9,0,True,11772.152916666668,-172.1529166666678,0.9853762588809954
2798743,2026-06-05T23:30:00Z,8,Winnipeg Sea Bears,Montreal Alliance,Montréal Alliance,12300.0,10,10,0,True,11772.152916666668,527.8470833333322,1.0448386193307106
2798756,2026-06-13T00:00:00Z,9,Winnipeg Sea Bears,Calgary Surge,Calgary Surge,8862.31,9,8,1,False,11772.152916666668,-2909.8429166666683,0.7528198166244512
2798764,2026-06-14T22:00:00Z,10,Winnipeg Sea Bears,Calgary Surge,Calgary Surge,8862.31,9,8,1,False,11772.152916666668,-2909.8429166666683,0.7528198166244512
2798757,2026-06-19T00:00:00Z,11,Winnipeg Sea Bears,Vancouver Bandits,Vancouver Bandits,13961.67,10,10,0,True,11772.152916666668,2189.5170833333323,1.185991220028537
2798763,2026-06-20T20:00:00Z,12,Winnipeg Sea Bears,Edmonton Stingers,Edmonton Stingers,9966.67,9,9,0,True,11772.152916666668,-1805.4829166666677,0.8466310343190906
2798778,2026-06-28T01:00:00Z,13,Winnipeg Sea Bears,Vancouver Bandits,Vancouver Bandits,10701.5,9,9,0,True,11772.152916666668,-1070.6529166666678,0.9090520719323252
2798781,2026-07-01T00:00:00Z,14,Winnipeg Sea Bears,Saskatoon Mamba,Saskatoon Mamba,11651.0,10,10,0,True,11772.152916666668,-121.1529166666678,0.9897085165709033
2798797,2026-07-05T22:00:00Z,15,Winnipeg Sea Bears,Edmonton Stingers,Edmonton Stingers,10501.0,10,10,0,True,11772.152916666668,-1271.1529166666678,0.8920203529749425
2798803,2026-07-10T00:00:00Z,16,Winnipeg Sea Bears,Edmonton Stingers,Edmonton Stingers,11051.0,11,11,0,True,11772.152916666668,-721.1529166666678,0.9387407790425759
2798794,2026-07-12T19:30:00Z,17,Winnipeg Sea Bears,Calgary Surge,Calgary Surge,11146.43,10,10,0,True,11772.152916666668,-625.7229166666675,0.9468471976964564
2798800,2026-07-16T01:30:00Z,18,Winnipeg Sea Bears,Saskatoon Mamba,Saskatoon Mamba,10734.33,10,10,0,True,11772.152916666668,-1037.8229166666679,0.9118408566374169
2798806,2026-07-18T01:30:00Z,19,Winnipeg Sea Bears,Calgary Surge,Calgary Surge,10646.43,9,9,0,True,11772.152916666668,-1125.7229166666675,0.904374083089517
2798809,2026-07-19T22:00:00Z,20,Winnipeg Sea Bears,Montreal Alliance,Montréal Alliance,8730.0,9,9,0,True,11772.152916666668,-3042.152916666668,0.741580581037163
2798815,2026-07-24T00:00:00Z,21,Winnipeg Sea Bears,Vancouver Bandits,Vancouver Bandits,14597.5,10,10,0,True,11772.152916666668,2825.347083333332,1.2400025809495976
2798820,2026-07-25T19:30:00Z,22,Winnipeg Sea Bears,Brampton Honey Badgers,Brampton Honey Badgers,10875.0,9,9,0,True,11772.152916666668,-897.1529166666678,0.9237902427009332
2798828,2026-08-01T00:00:00Z,23,Winnipeg Sea Bears,Ottawa BlackJacks,Ottawa BlackJacks,13512.5,10,10,0,True,11772.152916666668,1740.3470833333322,1.147835922252539
2798832,2026-08-02T21:00:00Z,24,Winnipeg Sea Bears,Vancouver Bandits,Vancouver Bandits,15034.0,9,9,0,True,11772.152916666668,3261.847083333332,1.2770816100014557
